Startup_ID,Startup_Name,sector,founded_year,headquarters,founder_count,funding_stage,current_status,Total_Funding_Raised,Latest_Funding_Amount,Latest_Funding_Round,Latest_Funding_Date,Number_of_Funding_Rounds,Funding_Timeline,Investors_List,Last_Funding_Lead_Investor,Valuation,Revenue,Profit_or_Loss,Gross_Margin,Employee_Count,Monthly_Visits,Google_Trends_Score,App_Downloads,App_Rating,App_Reviews_Count,TAM,TAM_Growth_Rate,Market_Size_Category,Positive_News_Count,Negative_News_Count,Neutral_News_Count,Total_News_Count,Historical_Exit_Type,Exit_Year,Exit_Valuation_USD_Million,Acquirer_Name,Exit_Status,Exit_Reason,Years_to_Exit,Funding_Score,Financial_Health_Score,Growth_Score,Market_Opportunity_Score,Popularity_Score,Media_Buzz_Score,Sentiment_Score,Exit_Score,Startup_Age,Startup_Maturity_Score,Investor_Confidence_Score,Operational_Strength_Score,Competitive_Strength_Score,Valuation_Score,Overall_Startup_Score,Success_Label,Unicorn_Label,Startup_Category,Exit_Label,IPO_Label,Acquisition_Label,Risk_Label,Growth_Label,Funding_Requirement_Label,Funding_Stage_Label,Stage_Score,Funding_Stage_Name,Portfolio_Fit_Score,Portfolio_Fit_Label,Portfolio_Fit_Name,Investment_Score,Investment_Recommendation_Label,Investment_Recommendation_Name,Funding_Readiness_Score,Funding_Readiness_Label,Funding_Readiness_Name,Revenue_Normalized,Profit_Normalized,Margin_Normalized,Burn_Risk_Score,Burn_Risk_Label,Burn_Risk_Name,Valuation_Normalized,Valuation_Growth_Prediction,Funding_Rounds_Normalized,Follow_On_Funding_Probability,Reviews_Normalized,Rating_Normalized,Market_Leadership_Probability,Competitive_Survival_Probability,Predicted_Acquisition,Acquisition_Probability,Burn_Risk_Prediction,Burn_Risk_Confidence,Predicted_Exit,Exit_Probability,Predicted_Funding_Readiness,Funding_Readiness_Confidence,Predicted_Funding_Readiness_Name,Predicted_Funding_Requirement,Funding_Requirement_Probability,Predicted_Funding_Requirement_Name,Predicted_Funding_Stage,Funding_Stage_Confidence,Predicted_Funding_Stage_Name,Predicted_Growth_Potential,Growth_Potential_Probability,Predicted_Growth_Potential_Name,Predicted_Investment_Recommendation,Investment_Recommendation_Confidence,Predicted_Investment_Recommendation_Name,Predicted_Portfolio_Fit,Portfolio_Fit_Confidence,Predicted_Portfolio_Fit_Name,Predicted_Risk,Risk_Probability,Predicted_Risk_Name,Predicted_Unicorn,Unicorn_Probability,Success_Probability
ST044,Angel One,FinTech,1996,"Mumbai, India",1,Public (NSE/BSE),Public,50.0,,Public (IPO),Oct-20,4,Institutional Private Stages → Public IPO,"International Finance Corporation, Public Investors",Public Markets,2400,5130.0,1345.0,70,3100,38000000,76,50000000,4.4,1400000,25000,25,Very Large,410,28,150,588,IPO,2020,270,0,Public,IPO Listing,24.0,3.307142857,44.32591844,48.62050438,27.00288184,50.3820985,27.54765306,64.85568761,0.63,30,43.52770728,8.291203961,47.00753615,41.02016563,9.362150857,41.78084062,1,0,Good,1,1,0,0,1,1,1,44.03786347,Pre-Series A,42.80346867,3,Excellent Fit,37.67921711,3,Strong Invest,36.31267553,3,Highly Ready,13.52403655,68.36397926,76.92307692,59.52906042,0,Low Risk,8.489722967,38.18,14.28571429,23.92,16.47058824,93.61702126,36.47,42.78,0,20.29,0,0.34,1,97.04,3,93.33,Highly Ready,1,96.86,High Funding Required,1,94.38,Pre-Series A,1,100.0,High Growth Potential,3,97.33,Strong Invest,3,89.0,,0,0.0,Low Risk,0,1.33,1.0
ST045,Mamaearth,D2C / E-commerce,2016,"Gurugram, India",2,Public (NSE/BSE),Public,125.0,1701.0,Public (IPO),Nov-23,8,Seed → Series A to D → IPO Listing,"Peak XV Partners, Fireside Ventures, Stellaris, Public Investors",Public Markets,1200,2140.0,115.0,64,1250,6800000,55,10000000,4.3,310000,15000,18,Large,290,65,120,475,IPO,2023,1200,0,Public,IPO Listing,7.0,15.01941762,36.00357844,16.01452636,16.70965418,24.26581028,20.11279121,47.26890756,24.05,10,13.8039659,16.53651997,36.84849277,20.87724342,8.3961882,28.62816748,0,0,Average,1,1,0,0,0,0,1,40.55410241,Pre-Series A,31.39350877,2,Good Fit,25.39695552,2,Invest,26.61385828,2,Ready,5.604555688,56.76567657,69.23076923,66.75278169,0,Low Risk,4.200178731,21.97,28.57142857,21.93,3.647058824,91.48936168,18.73,26.71,0,0.47,0,3.39,1,90.06,2,92.33,Ready,0,0.2,Low Funding Required,1,98.93,Pre-Series A,0,0.0,Low Growth Potential,2,91.0,Invest,2,84.0,,0,0.0,Low Risk,0,0.0,0.0
ST046,Urban Company,Consumer Services,2014,"Gurugram, India",3,Late Stage (Series F / Pre-IPO),Private,470.0,255.0,Series F,June 2021 (Secondary buybacks in 2024),11,Seed → Series A to F,"Prosus Ventures, Tiger Global, Vy Capital, Elevation Capital",Prosus Ventures,2100,325.0,-65.0,50,1400,5500000,49,10000000,4.6,480000,9000,24,Large,340,48,115,503,Private,0,0,0,Active,Still Private,0.0,13.31344129,28.61184417,14.54526062,18.18371758,25.31215393,22.46810816,57.93650794,30.0,12,14.441017,18.93056763,30.69487409,20.68504779,8.04479227,27.545001,0,0,Average,0,0,0,0,0,0,1,34.84913135,Pre-Series A,26.89762483,2,Good Fit,23.24511552,2,Invest,23.83271034,2,Ready,0.797245398,55.06836398,51.28205128,72.29630446,1,Moderate Risk,7.417336908,20.25,39.28571428,19.7,5.647058824,97.8723404,19.23,23.5,0,0.46,1,98.57,0,1.6,2,89.67,Ready,0,0.15,Low Funding Required,1,99.74,Pre-Series A,0,0.0,Low Growth Potential,2,87.33,Invest,2,92.0,,0,0.0,Low Risk,0,0.0,0.0
ST047,LEAD School,EdTech,2012,"Mumbai, India",2,Late Stage (Series E),Private,170.0,100.0,Series E,Jan 2022 (Debt facilities in 2023/24),8,Series A to E → Debt lines,"WestBridge Capital, GSV Ventures, Elevar Equity",WestBridge Capital,1100,345.0,-158.0,54,1100,480000,12,1000000,3.9,22000,6000,15,Medium,90,10,48,148,Private,0,0,0,Active,Still Private,0.0,7.725187061,29.70397761,3.115410393,9.92074928,17.02204074,2.325764665,53.69127517,30.0,14,15.77325695,11.97035706,31.22189099,8.927855292,4.580568827,20.50099742,0,0,Weak,0,0,0,0,0,0,1,29.09340625,Pre-Series A,18.27531534,1,Moderate Fit,17.59894454,0,Reject,19.57393024,1,Early Preparation,0.850218514,54.19141914,56.41025641,73.81637335,1,Moderate Risk,3.842716711,12.96,28.57142857,14.84,0.258823529,82.97872339,9.58,17.81,0,0.49,1,92.38,0,1.01,1,60.33,Nearly Ready,0,4.4,Low Funding Required,1,63.44,Pre-Series A,0,0.0,Low Growth Potential,0,70.67,Reject,1,88.67,,0,0.59,Low Risk,0,0.0,0.0
ST048,Teachmint,EdTech,2020,"Bengaluru, India",4,Late Stage (Series B),Private,118.0,78.0,Series B,Oct-21,4,Seed → Series A → Series B,"Lightspeed India, Rocketship.vc, Vulcan Capital, Goodwater",Rocketship.vc,500,24.0,-120.0,40,350,850000,10,10000000,4.1,165000,4000,20,Medium,75,15,42,132,Private,0,0,0,Active,Still Private,0.0,4.294245907,24.57807545,3.401286133,12.66210375,20.1889546,1.323449736,45.11278195,30.0,6,4.782474581,6.175508953,24.87960288,9.974172711,2.21395554,16.19284877,0,0,Weak,0,0,0,1,0,1,0,16.79188319,Seed,10.53979796,0,Poor Fit,14.32458152,0,Reject,15.7512294,0,Not Ready,0.0,54.54974069,38.46153846,78.15500448,2,High Risk,1.697944593,11.83,14.28571429,10.75,1.941176471,87.23404253,10.62,15.89,0,0.45,2,0.59,0,1.11,0,94.0,Not Ready,1,85.94,High Funding Required,0,99.07,Seed,0,0.0,Low Growth Potential,0,97.33,Reject,0,96.67,,1,100.0,High Risk,0,0.0,0.0
ST049,Eruditus,EdTech,2010,"Mumbai, India",2,Late Stage (Series F),Private,585.0,150.0,Series F,Oct-24,8,Series A to F,"TPG Rise, SoftBank, Accel, Chan Zuckerberg Initiative",TPG Rise,3100,3410.0,-65.0,62,1900,4200000,16,0,4.25,150000,28000,18,Very Large,160,12,68,240,Private,0,0,0,Active,Still Private,0.0,11.70063773,36.7857094,7.172383163,23.26585014,1.978021978,7.677683101,61.41078838,30.0,16,23.37941782,17.23825918,38.15977129,13.5258513,11.79126887,27.60642686,0,0,Average,0,0,0,0,0,0,1,41.7476662,Pre-Series A,31.83714986,2,Good Fit,24.42152625,2,Invest,26.43911862,2,Ready,8.968348563,55.06836398,66.66666667,68.17517663,0,Low Risk,10.9919571,19.82,28.57142857,20.07,1.764705882,90.4255319,13.82,24.29,0,0.34,0,3.35,0,5.34,2,75.33,Ready,0,2.39,Low Funding Required,1,99.67,Pre-Series A,0,0.0,Low Growth Potential,2,64.33,Invest,2,94.0,,0,0.0,Low Risk,0,0.0,0.0
ST050,BYJU'S,EdTech,2011,"Bengaluru, India",2,Late Stage (Restructuring / Insolvency Stage),Private,5000.0,200.0,Rights Issue (Disputed),Early 2024 (Insolvency 2025/26),28,Series A to H → Restructuring,"Prosus, General Atlantic, Chan Zuckerberg, Peak XV, Sofina",Existing Investors,100,2140.0,-65.0,36,2500,8100000,35,100000000,3.2,1700000,15000,5,Large,150,640,280,1070,Private,0,0,0,Active,Still Private,0.0,65.96180269,11.13625648,33.68957001,6.959654179,41.48579956,39.72023839,-45.75163399,30.0,15,20.36110378,60.14285714,15.42461138,43.43609729,20.17857143,37.06528364,1,1,Good,0,0,0,0,1,1,2,74.51130895,Series A,41.39879697,3,Excellent Fit,29.49134133,2,Invest,27.35348711,2,Ready,5.604555688,55.06836398,33.33333333,67.17253145,0,Low Risk,0.268096515,27.03,100.0,43.65,20.0,68.08510637,31.92,24.65,0,4.04,0,2.71,0,6.9,2,73.33,Ready,1,94.99,High Funding Required,2,93.55,Series A,1,98.5,High Growth Potential,2,74.67,Invest,3,78.33,,0,0.0,Low Risk,1,62.33,1.0
ST051,Practo,HealthTech,2008,"Bengaluru, India",2,Late Stage (Series D),Private,230.0,32.0,Series D,Jan 2017 (Internal debt through 2024),6,Seed → Series A to D,"Tencent, Matrix Partners, Sofina, Peak XV, Altimeter Capital",Tencent,420,242.0,-83.0,55,1100,14000000,45,10000000,4.2,110000,18000,16,Large,140,15,60,215,Private,0,0,0,Active,Still Private,0.0,6.509602717,30.0500103,18.12426697,16.72262248,26.86031715,6.198591341,57.87037037,30.0,18,19.94991594,8.833212656,31.62245133,19.78416546,2.915919439,25.56008758,0,0,Average,0,0,0,0,0,0,1,28.17240721,Pre-Series A,21.35185243,1,Moderate Fit,22.18436663,1,Watchlist,22.55054642,1,Early Preparation,0.577406966,54.89863272,57.69230769,72.22776073,1,Moderate Risk,1.411974978,20.22,21.42857143,16.05,1.294117647,89.36170211,18.5,24.16,0,0.41,1,95.6,0,4.12,1,89.67,Nearly Ready,0,10.08,Low Funding Required,1,97.71,Pre-Series A,0,0.01,Low Growth Potential,1,75.67,Watchlist,1,71.67,,0,0.03,Low Risk,0,0.0,0.0
ST052,PharmEasy,HealthTech,2015,"Mumbai, India",2,Late Stage (Series F / Debt Restructuring),Private,1200.0,3500.0,Rights Issue / Downround,Late 2023 / 2024,14,Series A to G → Debt Deleveraging,"Ranjan Pai (MEMG), Temasek, TPG, Prosus, Marigold",Ranjan Pai (MEMG),710,5840.0,-420.0,22,2200,22000000,52,50000000,4.1,420000,25000,15,Very Large,320,85,140,545,Private,0,0,0,Active,Still Private (IPO Draft Postponed),0.0,37.63154713,25.57333898,33.86220085,19.50288184,39.04267147,23.59602029,43.04029304,30.0,11,21.42692588,33.8344911,26.21550054,39.61872055,17.31545686,38.12448275,1,1,Good,0,0,0,0,1,1,2,55.34340358,Series A,38.50428319,3,Excellent Fit,31.06524056,3,Strong Invest,29.24539966,3,Highly Ready,15.40458217,51.72088637,15.38461538,69.26764106,0,Low Risk,2.448614835,29.81,50.0,32.56,4.941176471,87.23404253,31.77,30.55,0,1.06,0,3.88,0,5.0,3,65.33,Highly Ready,1,94.33,High Funding Required,2,95.38,Series A,1,98.26,High Growth Potential,3,90.33,Strong Invest,3,92.0,,0,0.0,Low Risk,1,69.67,0.993
ST053,Tata 1mg,HealthTech,2015,"Gurugram, India",3,Late Stage (Series D),Acquired,230.0,40.0,Internal Infusion,Sept 2022 (Tata allocations to 2025),11,Early Rounds → Acquired by Tata → Growth Rounds,"Tata Digital, Sequoia Capital, IFC, HBM Healthcare",Tata Digital,1300,1960.0,-310.0,26,1800,31000000,68,50000000,4.4,680000,25000,18,Very Large,450,25,130,605,Acquisition,2021,450,Tata Digital,Acquired,Strategic Acquisition,6.0,10.1195034,22.00929668,40.90995626,21.75288184,45.2943157,29.22178988,70.1320132,23.55,11,16.20976619,15.85086961,23.9661379,36.564355,6.94614075,31.95579594,0,0,Average,1,0,1,0,1,1,1,25.97519052,Pre-Series A,24.52825866,1,Moderate Fit,27.52233199,2,Invest,24.97308689,2,Ready,5.127797643,52.75813296,20.51282051,75.60622604,2,High Risk,4.557640751,29.29,39.28571428,19.93,8.0,93.61702126,32.23,29.58,1,97.55,2,1.28,1,78.94,2,83.0,Ready,1,94.7,High Funding Required,1,95.98,Pre-Series A,1,99.99,High Growth Potential,2,87.33,Invest,1,66.67,,0,0.0,Low Risk,0,3.0,0.001
ST054,MediBuddy,HealthTech,2013,"Bengaluru, India",2,Late Stage (Series C),Private,190.0,18.0,Growth Round,Feb-24,9,Series A → Series B → Series C → Growth,"Quadria Capital, Lightrock India, Bessemer Venture Partners",Quadria Capital,400,615.0,-45.0,40,850,3800000,28,10000000,4.3,150000,18000,20,Large,125,12,55,192,Private,0,0,0,Active,Still Private,0.0,8.225133671,25.50169874,9.027760452,19.72262248,22.43491177,4.923902871,58.5492228,30.0,13,14.29454067,11.98781618,26.41456836,16.92189332,3.696560358,22.44531709,0,0,Average,0,0,0,0,0,1,1,25.11070184,Pre-Series A,18.62124339,1,Moderate Fit,18.92911262,1,Watchlist,19.62685962,1,Early Preparation,1.565355582,55.25695427,38.46153846,76.18972663,2,High Risk,1.340482574,16.81,32.14285714,14.56,1.764705882,91.48936168,16.52,20.06,0,0.3,2,0.27,0,1.15,1,76.33,Nearly Ready,1,95.25,High Funding Required,1,91.12,Pre-Series A,0,0.0,Low Growth Potential,1,89.67,Watchlist,1,80.0,,0,5.77,Low Risk,0,0.0,0.0
ST055,Healthify,HealthTech,2012,"Bengaluru, India",3,Late Stage (Series C),Private,130.0,30.0,Pre-IPO Round,Oct 2024 / 2025,8,Series A to C → Pre-IPO Bridge,"LeapFrog Investments, Khosla Ventures, Unilever Ventures",LeapFrog Investments,380,265.0,-65.0,62,750,2400000,35,10000000,4.5,290000,12000,22,Large,160,10,70,240,Private,0,0,0,Active,Still Private,0.0,7.028556118,32.62334407,9.230837646,18.19668588,22.93665433,7.677683101,62.2406639,30.0,14,14.71812867,10.51934057,33.53665892,16.11766735,3.020104654,24.61164165,0,0,Average,0,0,0,0,0,0,1,29.99150694,Pre-Series A,23.61686445,1,Moderate Fit,21.27498232,1,Watchlist,22.63249432,1,Early Preparation,0.63832605,55.06836398,66.66666667,71.21661498,1,Moderate Risk,1.26899017,18.08,28.57142857,16.0,3.411764706,95.74468083,15.83,22.9,0,0.46,1,95.98,0,1.94,1,92.67,Nearly Ready,0,9.43,Low Funding Required,1,99.29,Pre-Series A,0,0.0,Low Growth Potential,1,75.33,Watchlist,1,92.0,,0,0.0,Low Risk,0,0.0,0.0
ST056,Curefoods,FoodTech / Cloud Kitchen,2020,"Bengaluru, India",1,Late Stage (Series D),Private,180.0,25.0,Series D,Apr-24,7,Series A to D,"Three State Ventures, Iron Pillar, Chiratae Ventures",Three State Ventures,440,420.0,-74.0,45,900,850000,16,1000000,4.0,18000,22000,16,Very Large,185,14,62,261,Private,0,0,0,Active,Still Private,0.0,6.740225337,26.89347313,3.629157948,18.73991354,17.61754033,9.127715116,65.26717557,30.0,6,6.726708923,9.715922023,28.00199614,12.72899187,3.162908205,20.35604481,0,0,Weak,0,0,0,0,0,0,0,22.81904501,Seed,17.13052371,1,Moderate Fit,17.32511669,0,Reject,18.72092144,0,Not Ready,1.0488677,54.98349835,44.87179487,75.98130638,2,High Risk,1.483467382,14.5,25.0,13.17,0.211764706,85.10638296,13.14,18.56,0,0.3,2,0.45,0,0.96,0,81.0,Not Ready,0,6.48,Low Funding Required,0,96.83,Seed,0,0.0,Low Growth Potential,0,89.0,Reject,1,74.0,,0,1.13,Low Risk,0,0.0,0.0
ST057,Porter,Supply Chain & Logistics,2014,"Bengaluru, India",3,Late Stage (Series H / Pre-IPO),Private,150.0,20.0,Secondary Exit / Bridge,2024 / 2025,7,Series A to E → Secondary,"Tiger Global, Peak XV, Lightrock, Mahindra & Mahindra",Tiger Global,1000,2730.0,35.0,18,1400,2900000,48,10000000,4.4,210000,15000,18,Large,290,22,95,407,Private,0,0,0,Active,Still Private,0.0,6.446180269,20.95174512,12.90613305,16.70965418,22.56529178,17.46687682,65.68627451,30.0,12,16.9874052,10.33760969,21.76158094,16.63806472,5.908104458,21.91762942,0,0,Average,0,0,0,1,0,1,0,19.7900584,Seed,12.79144813,0,Poor Fit,17.64874796,0,Reject,17.45642272,0,Not Ready,7.167262614,56.01131542,10.25641026,79.90248346,3,Critical Risk,3.485254692,16.02,25.0,12.82,2.470588235,93.61702126,16.17,18.19,0,0.89,3,0.23,0,1.04,0,80.33,Not Ready,1,99.01,High Funding Required,0,99.52,Seed,0,0.0,Low Growth Potential,0,85.33,Reject,0,63.67,,1,89.27,High Risk,0,0.0,0.0
ST058,BlackBuck,Supply Chain & Logistics,2015,"Bengaluru, India",3,Public (NSE/BSE),Public,360.0,,Public (IPO),Late 2024 / Listed to 2026,10,Series A to E → IPO Listing,"Accel, Tiger Global, Sands Capital, IFC, Public Shareholders",Public Markets,1100,1240.0,-65.0,16,1100,650000,14,1000000,4.2,35000,35000,12,Very Large,140,18,50,208,Private,0,0,0,Active,Still Private (IPO Draft Filed),0.0,10.38285714,18.23192531,3.548642891,22.29610951,18.4116423,5.9262178,58.37320574,30.0,11,13.50658764,15.01057036,19.27603049,15.516985,6.097102064,19.95813015,0,0,Weak,0,0,0,1,0,0,0,21.39954906,Seed,14.02539684,0,Poor Fit,15.75444573,0,Reject,16.1730219,0,Not Ready,3.220765462,55.06836398,7.692307692,81.78362325,3,Critical Risk,3.842716711,13.96,35.71428571,12.97,0.411764706,89.36170211,15.54,15.83,0,1.17,3,0.27,0,1.1,0,94.67,Not Ready,0,13.79,Low Funding Required,0,98.54,Seed,0,0.0,Low Growth Potential,0,95.33,Reject,0,87.67,,1,99.09,High Risk,0,0.0,0.0
ST059,Rivigo,Supply Chain & Logistics,2014,"Gurugram, India",2,Late Stage (Acquired by Mahindra Logistics),Acquired,260.0,,Asset Sale / M&A,Sept 2022 (Fully Integrated),9,Series A to E → Acquired by Mahindra Logistics,"Mahindra Logistics, Warburg Pincus, Elevation Capital",Mahindra Logistics Ltd,1400,2140.0,-65.0,12,450,120000,6,500000,3.6,8000,35000,12,Very Large,55,42,38,135,Acquisition,2022,10,Mahindra Logistics,Acquired,Business Asset Sale,8.0,8.768571429,15.22716557,0.599075786,22.29610951,15.43797247,0.93385214,9.558823529,20.02333333,12,11.46289939,11.74593455,15.72624136,13.1234201,2.658681561,13.75511576,0,0,Weak,1,0,1,1,0,1,0,15.55655705,Seed,8.411075422,0,Poor Fit,12.16815248,0,Reject,12.99621047,0,Not Ready,5.604555688,55.06836398,2.564102564,83.75479597,3,Critical Risk,4.91510277,11.61,32.14285714,10.27,0.094117647,76.59574466,13.58,13.21,1,97.35,3,0.29,1,66.12,0,94.0,Not Ready,1,96.68,High Funding Required,0,98.82,Seed,0,0.0,Low Growth Potential,0,93.33,Reject,0,95.67,,1,100.0,High Risk,0,0.0,0.0
ST060,BluSmart,Mobility / CleanTech,2019,"Gurugram, India",3,Late Stage (Series B Extended),Private,210.0,50.0,Growth / Equity & Debt,May 2024 (Follow-on tranches 2025),12,Seed → Bridge → Series A → Growth,"BP Ventures, Inflection Point Ventures, Green Frontier",BP Ventures,420,410.0,-65.0,28,850,1500000,42,5000000,4.5,95000,14000,35,Large,380,45,110,535,Private,0,0,0,Active,Still Private,0.0,10.70187924,21.10175684,9.086406037,28.95533141,21.04150243,24.72590258,62.5,30.0,7,7.648917439,15.66117191,22.12315236,21.26291449,4.320449372,23.71957328,0,0,Average,0,0,0,0,0,0,0,23.10533245,Seed,20.06146037,1,Moderate Fit,19.42455006,1,Watchlist,19.46275544,1,Early Preparation,1.022381142,55.06836398,23.07692308,78.84411386,3,Critical Risk,1.411974978,18.6,42.85714286,14.92,1.117647059,95.74468083,20.54,20.34,0,0.91,3,0.41,0,1.57,1,90.33,Nearly Ready,0,5.97,Low Funding Required,0,87.42,Seed,0,0.0,Low Growth Potential,1,91.33,Watchlist,1,86.33,,0,1.51,Low Risk,0,0.33,0.0
ST061,Ola Electric,Mobility / CleanTech,2017,"Bengaluru, India",1,Public (NSE/BSE),Public,1100.0,,Public (IPO),Aug-24,11,Private Rounds → Mega Public Listing,"SoftBank, Tiger Global, Temasek, Matrix Partners, Public Markets",Public Markets,4600,6820.0,-1140.0,20,4200,5800000,78,5000000,4.1,65000,28000,25,Very Large,1120,340,450,1910,IPO,2024,4600,0,Public,IPO Listing,7.0,17.75714286,24.83068759,23.77818506,28.51585014,21.35346656,96.96202532,40.81632653,31.98333333,9,25.86696873,25.19670822,28.65090008,28.9877629,19.01406125,36.42218528,1,0,Good,1,1,0,0,0,0,1,40.62894285,Pre-Series A,32.52158332,2,Good Fit,28.3235021,2,Invest,27.03772486,2,Ready,18.00026487,44.93163602,12.82051282,75.36717847,2,High Risk,16.3538874,26.1,39.28571428,23.02,0.764705882,87.23404253,26.28,27.05,0,0.28,2,5.8,0,6.57,2,88.0,Ready,0,2.72,Low Funding Required,1,98.35,Pre-Series A,0,0.0,Low Growth Potential,2,92.33,Invest,2,90.67,,0,0.0,Low Risk,0,12.67,0.998
ST062,Ather Energy,Mobility / CleanTech,2013,"Bengaluru, India",2,Public (NSE/BSE),Public,550.0,,Public (IPO),April/May 2025,15,Series A to F → Public Listing,"Hero MotoCorp, GIC (Singapore), Tiger Global, Public Investors",Public Markets,3400,2350.0,-65.0,24,2600,2400000,62,1000000,4.3,28000,28000,30,Very Large,680,52,210,942,IPO,2025,3400,0,Public,IPO Listing,12.0,15.66428571,22.42826816,15.40099279,32.26585014,19.66911992,48.15741516,66.59597031,22.93333333,13,20.98366575,25.07043259,25.65738854,26.26993467,12.68704667,31.03598441,0,0,Average,1,1,0,0,0,1,1,35.72257544,Pre-Series A,29.97497192,2,Good Fit,24.87773705,2,Invest,24.39296364,2,Ready,6.160773407,55.06836398,17.94871795,76.64448997,2,High Risk,12.06434316,23.29,53.57142857,20.33,0.329411765,91.48936168,24.78,24.16,0,10.75,2,17.23,1,89.56,2,92.0,Ready,1,52.77,High Funding Required,1,97.6,Pre-Series A,0,0.0,Low Growth Potential,2,90.67,Invest,2,91.0,,0,0.0,Low Risk,0,7.33,0.003
ST063,Rapido,Mobility / Logistics,2015,"Bengaluru, India",3,Late Stage (Series E),Private,430.0,120.0,Series E,Sept 2024 (Unicorn Round),10,Series A to E,"WestBridge Capital, Swiggy, Nexus Venture Partners, Roosh Ventures",WestBridge Capital,1100,1120.0,-65.0,22,1350,4800000,75,50000000,4.4,850000,16000,24,Large,590,65,180,835,Private,0,0,0,Active,Still Private,0.0,11.58993876,20.11856147,26.43893404,21.71397695,32.99231182,41.71551002,62.79904306,30.0,11,14.07269374,15.74255861,21.68830121,28.23737135,6.367805155,28.33001595,0,0,Average,0,0,0,0,0,0,0,24.56378008,Seed,20.08889456,1,Moderate Fit,23.0956147,2,Invest,21.48605173,1,Early Preparation,2.902926765,55.06836398,15.38461538,77.82912653,2,High Risk,3.842716711,23.19,35.71428571,17.57,10.0,93.61702126,25.38,23.98,0,1.46,2,1.38,0,1.48,1,74.67,Nearly Ready,0,11.65,Low Funding Required,0,91.27,Seed,0,4.0,Low Growth Potential,1,63.0,Watchlist,1,79.67,,0,0.24,Low Risk,0,3.33,0.0
ST064,Namma Yatri,Mobility / Open Network,2022,"Bengaluru, India",2,Early Stage (Seed Round),Private,11.0,11.0,Pre-Series A,Jul-24,1,Seed / Standalone Spin-off,"Moving Tech, Blume Ventures, Antler India, Google (via Juspay)",Blume Ventures / Antler India,55,2140.0,-65.0,36,200,1200000,38,5000000,4.5,110000,16000,30,Large,240,18,85,343,Subsidiary,0,0,0,Active,Part of Moving Tech,0.0,0.866184862,11.13625648,7.041086732,26.21397695,20.93135375,13.71078166,64.53488372,30.0,4,2.198310008,1.318121661,11.17322506,16.29486732,0.360846545,14.48049579,0,0,Weak,0,0,0,1,0,1,0,0.0,Seed,0.0,0,Poor Fit,11.19203104,0,Reject,10.40794375,0,Not Ready,5.604555688,55.06836398,33.33333333,83.06907266,3,Critical Risk,0.107238606,12.72,3.571428571,4.99,1.294117647,95.74468083,16.62,13.58,0,1.39,3,0.22,0,0.95,0,93.67,Not Ready,1,98.38,High Funding Required,0,99.56,Seed,0,0.0,Low Growth Potential,0,93.0,Reject,0,93.0,,1,100.0,High Risk,0,0.0,0.0
ST065,CarDekho,E-commerce / AutoTech,2008,"Jaipur, India",2,Late Stage (Series E / Pre-IPO),Private,310.0,250.0,Series E,Oct-21,9,Series A to E,"CapitalG (Google), Girnar Software, Peak XV, Hillhouse",CapitalG (Google),1200,2510.0,-124.0,38,2100,34000000,58,10000000,4.3,220000,20000,14,Very Large,210,24,90,324,Private,0,0,0,Active,Still Private,0.0,10.42082479,27.17890133,33.47592424,16.23126801,37.24085877,12.21198838,57.23076923,30.0,18,25.12389327,14.46216582,29.39910415,29.36686252,7.295682288,30.81852771,0,0,Average,0,0,0,0,1,0,1,32.16270724,Pre-Series A,25.19124669,2,Good Fit,26.56795913,2,Invest,25.29334753,2,Ready,6.584558337,54.51202263,35.8974359,72.51961419,1,Moderate Risk,4.200178731,26.05,32.14285714,20.14,2.588235294,91.48936168,25.94,28.13,0,1.37,1,69.2,0,3.68,2,76.0,Ready,1,89.76,High Funding Required,1,99.47,Pre-Series A,1,95.4,High Growth Potential,2,88.67,Invest,2,70.67,,0,0.0,Low Risk,0,1.67,0.001
ST066,Cars24,E-commerce / AutoTech,2015,"Gurugram, India",4,Late Stage (Series G),Private,1300.0,400.0,Series G,Dec-21,12,Series A to G,"DST Global, Alpha Wave Global, SoftBank, Tencent, Exor",DST Global,3300,6240.0,-95.0,15,2800,15000000,64,10000000,4.4,310000,20000,15,Very Large,260,38,115,413,Private,0,0,0,Active,Still Private,0.0,22.19503396,24.32928841,25.03445404,16.98126801,28.66677853,16.94084618,53.62318841,30.0,11,23.51402754,26.74503956,25.86874943,27.78992042,17.57765359,31.65267022,0,0,Average,0,0,0,0,0,0,1,42.01349835,Pre-Series A,29.41234917,2,Good Fit,26.08267372,2,Invest,25.22364183,2,Ready,16.4640445,54.78547855,6.41025641,73.96007194,2,High Risk,11.70688114,23.91,42.85714286,24.55,3.647058824,93.61702126,24.02,25.05,0,0.26,2,4.24,0,4.09,2,89.33,Ready,0,10.76,Low Funding Required,1,97.91,Pre-Series A,0,0.07,Low Growth Potential,2,94.33,Invest,2,90.67,,0,0.0,Low Risk,0,5.67,0.017
